"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"313","Levent Burak Kara","Carnegie Mellon University","2007","Machine Learning & Data Mining","Middle East Technical University","Carnegie Mellon University"
"314","Lining Yao","Carnegie Mellon University","2017","Human-Computer Interaction","Zhejiang University","Massachusetts Institute of Technology"
"315","Lorrie Faith Cranor","Carnegie Mellon University","2003","Computer Security","Washington University in St. Louis","Washington University in St. Louis"
"316","Louis-Philippe Morency","Carnegie Mellon University","2014","Machine Learning & Data Mining","Université Laval","Massachusetts Institute of Technology"
"317","Luis von Ahn","Carnegie Mellon University","2006","Computer Security","Duke University","Carnegie Mellon University"
"318","Lujo Bauer","Carnegie Mellon University","2004","Computer Security","Yale University","Princeton University"
"319","M. Satyanarayanan","Carnegie Mellon University","2014","Mobile Computing","Indian Institute of Technology Madras","Carnegie Mellon University"
"321","Manuela Veloso","Carnegie Mellon University","1997","Artificial Intelligence","Instituto Superior Técnico","Carnegie Mellon University"
"322","Maria-Florina Balcan","Carnegie Mellon University","2014","Machine Learning & Data Mining","University of Bucharest","Carnegie Mellon University"
"323","Martial Hebert","Carnegie Mellon University","1984","Computer Vision","University of Paris","University of Paris"
"324","Mary Shaw","Carnegie Mellon University","1972","Software Engineering","Rice University","Carnegie Mellon University"
"325","Matt Fredrikson","Carnegie Mellon University","2015","Computer Security","Duquesne University","University of Wisconsin-Madison"
"326","Matthew O'Toole","Carnegie Mellon University","2019","Robotics","University of British Columbia","University of Toronto"
"327","Matthew T. Mason","Carnegie Mellon University","1982","Robotics","Massachusetts Institute of Technology","Aarhus University"
"328","Maxim Likhachev","Carnegie Mellon University","2010","Robotics","Stevens Institute of Technology","Carnegie Mellon University"
"329","Mayank Goel","Carnegie Mellon University","2016","Human-Computer Interaction","Maharaja Agrasen Institute of Technology","University of Washington"
"330","Michael A. Erdmann","Carnegie Mellon University","1989","Robotics","University of Washington","Carnegie Mellon University"
"331","Michael I. Shamos","Carnegie Mellon University","2001","Artificial Intelligence","Princeton University","Yale University"
"332","Mor Harchol-Balter","Carnegie Mellon University","1999","Operating Systems","Brandeis University","University of California, Berkeley"
"333","Nancy S. Pollard","Carnegie Mellon University","2005","Human-Computer Interaction","","Massachusetts Institute of Technology"
"334","Nathan Beckmann","Carnegie Mellon University","2017","Computer Architecture","University of California, Los Angeles","Massachusetts Institute of Technology"
"335","Nicolas Christin","Carnegie Mellon University","2005","Computer Networks","École Centrale de Lille","University of Virginia"
"336","Nihar B. Shah","Carnegie Mellon University","2017","Machine Learning & Data Mining","National Institute of Technology Karnataka","University of California, Berkeley"
"337","Niki Kittur","Carnegie Mellon University","2009","Human-Computer Interaction","Princeton University","University of California, Los Angeles"
"339","Norman M. Sadeh","Carnegie Mellon University","1991","Computer Security","Free University of Brussels","Carnegie Mellon University"
"340","Patrick Carrington","Carnegie Mellon University","2017","Human-Computer Interaction","University of Maryland, Baltimore County","University of Maryland, Baltimore County"
"341","Pedro Ferreira","Carnegie Mellon University","2009","The Web & Information Retrieval","University of Lisbon","Carnegie Mellon University"
"342","Peter Steenkiste","Carnegie Mellon University","1987","Computer Networks","Ghent University","Stanford University"
"343","Phillip B. Gibbons","Carnegie Mellon University","2015","Operating Systems","Dartmouth College","University of California, Berkeley"
"344","Pradeep Ravikumar","Carnegie Mellon University","2016","Machine Learning & Data Mining","Indian Institute of Technology Bombay","Carnegie Mellon University"
"345","Priya Narasimhan","Carnegie Mellon University","2001","Embedded & Real-Time Systems","B.M.S. College for Women","University of California, Santa Barbara"
"347","Raj Reddy","Carnegie Mellon University","1969","Robotics","University of Madras","Stanford University"
"349","Rayid Ghani","Carnegie Mellon University","2019","Machine Learning & Data Mining","Sewanee: The University of the South","Carnegie Mellon University"
"351","Richard M. Stern","Carnegie Mellon University","1977","Natural Language Processing","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"352","Robert E. Kraut","Carnegie Mellon University","1993","Human-Computer Interaction","Lehigh University","Yale University"
"354","Robert Harper","Carnegie Mellon University","1988","Programming Languages","","Cornell University"
"356","Ronald Rosenfeld","Carnegie Mellon University","1994","Machine Learning & Data Mining","Tel Aviv University","Carnegie Mellon University"
"358","Ruslan Salakhutdinov","Carnegie Mellon University","2016","Machine Learning & Data Mining","High Point University","University of Toronto"
"359","Russell Schwartz","Carnegie Mellon University","2002","Comp. Bio & Bioinformatics","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"360","Ryan O'Donnell","Carnegie Mellon University","2006","Artificial Intelligence","University of Toronto","Massachusetts Institute of Technology"
"361","Ryan Tibshirani","University of California, Berkeley","2022","Machine Learning & Data Mining","Stanford University","Stanford University"
"363","Scott E. Hudson","Carnegie Mellon University","1997","Human-Computer Interaction","Arizona State University","University of Colorado Boulder"
"365","Seth Copen Goldstein","Carnegie Mellon University","1996","High-Performance Computing","Princeton University","University of California, Berkeley"
"366","Seyoung Kim","Carnegie Mellon University","2015","Machine Learning & Data Mining","Seoul National University","University of California, Irvine"
"367","Simon Lucey","Carnegie Mellon University","2009","Computer Vision","University of Southern Queensland","Queensland University of Technology"
"368","Sivaraman Balakrishnan","Carnegie Mellon University","2013","Algorithms & Complexity","University of California, Berkeley","Carnegie Mellon University"
"369","Srinivasa G. Narasimhan","Carnegie Mellon University","2013","Visualization","Carnegie Mellon University","Columbia University"
"370","Srinivasan Seshan","Carnegie Mellon University","2000","Computer Networks","University of California, Berkeley","University of California, Berkeley"
"371","Stephen Brookes","Carnegie Mellon University","1981","Programming Languages","","University of Oxford"
"372","Steven Rudich","Carnegie Mellon University","1989","Algorithms & Complexity","Wesleyan University","University of California, Berkeley"
"373","Tai Sing Lee","Carnegie Mellon University","1996","Machine Learning & Data Mining","Harvard University","Harvard University"
"374","Takeo Kanade","Boston University","1980","Computer Vision","Kyoto University","Kyoto University"
"376","Tianqi Chen","Carnegie Mellon University","2020","Machine Learning & Data Mining","Shanghai Jiao Tong University","University of Washington"
"377","Timothy X. Brown","Carnegie Mellon University","1995","Computer Networks","Pennsylvania State University","California Institute of Technology"
"378","Todd C. Mowry","Carnegie Mellon University","1997","Computer Architecture","University of Virginia","Stanford University"
"379","Tom M. Mitchell","Carnegie Mellon University","1986","Machine Learning & Data Mining","Massachusetts Institute of Technology","Stanford University"
"380","Travis D. Breaux","Carnegie Mellon University","2010","Computer Security","University of Houston","North Carolina State University"
